,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim
22260,классификатор,0,0,0,0,0,4,0,13,4.0,0.28624645,0.32370105,0.2861264
22261,климатологиялық,4,0,0,0,0,0,0,15,4.0,0.34994686,0.41767806,0.38564566
22262,когнитивтік,3,1,0,0,0,0,0,11,3.0,0.30036864,0.3663266,0.35665804
22263,когнитология,0,0,0,0,0,4,0,12,3.0,0.3325121,0.37502155,0.387432
22264,коктейль,1,0,0,0,3,0,0,8,2.0,0.31326392,0.33552742,0.26241544
22265,коллективтік,3,1,0,0,0,0,0,12,3.0,0.30605906,0.3999223,0.40967882
22266,командалық,2,1,0,1,0,0,0,10,3.0,0.31016722,0.33583724,0.29401198
22267,комбинаториялық,4,0,0,0,0,0,0,15,4.0,0.3603617,0.37652773,0.3594056
22268,коммуникатор,0,0,0,4,0,0,0,12,3.0,0.32498387,0.37610576,0.3037377
22269,компаративтік,0,0,0,0,0,4,0,13,4.0,0.31208485,0.41602477,0.44107258
22270,кондуктор,2,0,2,0,0,0,0,9,2.0,0.25897482,0.27030578,0.22390914
22271,консервациялану,0,2,0,0,0,2,0,15,4.0,0.39871168,0.4461109,0.38785756
22272,конститутивтік,2,0,0,0,0,2,0,14,4.0,0.45853004,0.5573306,0.5046172
22273,контрибуция,3,1,0,0,0,0,0,11,3.0,0.26315093,0.29759434,0.28315094
22274,конъюгация,4,0,0,0,0,0,0,10,3.0,0.227558,0.28705648,0.26520658
22275,кооперативтік,4,0,0,0,0,0,0,13,4.0,0.30328062,0.34358504,0.32282498
22276,кооперациялану,0,1,0,0,0,3,0,14,4.0,0.38156483,0.40565357,0.35888857
22277,корпускулалық-толқындық,4,0,0,0,0,0,0,23,4.0,0.34801468,0.4426964,0.41723487
22278,корреспонденция,1,3,0,0,0,0,0,15,4.0,0.27750173,0.34375754,0.30811557
22279,кортеж,1,0,0,1,0,2,0,6,1.0,0.1754616,0.1789141,0.16314065
22280,космодром,3,0,0,0,0,1,0,9,2.0,0.25286958,0.29178864,0.2685961
22281,космология,0,0,0,0,0,4,0,10,3.0,0.27433917,0.3186337,0.2886782
22282,көбікті,0,0,0,4,0,0,0,7,2.0,0.37047514,0.40957558,0.39803815
22283,көбінше,3,0,0,0,1,0,0,7,2.0,0.3535409,0.35402256,0.344173
22284,көзбояу,0,0,1,0,3,0,0,7,2.0,0.43955186,0.529207,0.5235773
22285,көздесу,1,0,0,2,1,0,0,7,2.0,0.41543564,0.46440315,0.41459745
22286,көздеуші,0,0,0,0,0,4,0,8,2.0,0.32609206,0.38151556,0.34304103
22287,көкектеу,2,0,1,1,0,0,0,8,2.0,0.4390527,0.45893803,0.4428831
22288,көкпаршы,1,0,0,3,0,0,1,8,2.0,0.4912954,0.5013597,0.42758083
22289,көлбең,3,0,0,0,1,0,0,6,1.0,0.30895674,0.33595958,0.39444858
22290,көнтек,0,0,2,0,0,2,0,6,1.0,0.35653144,0.3767475,0.39559132
22291,көңілдендіру,4,0,0,0,0,0,0,12,3.0,0.41495192,0.4468957,0.41699925
22292,көңілділік,0,0,4,0,0,0,0,10,3.0,0.48875174,0.5633806,0.53450066
22293,көпдінді,0,0,0,1,0,3,0,8,2.0,0.34208485,0.4142388,0.3797252
22294,көпқырлылық,1,1,0,2,0,0,0,11,3.0,0.35305795,0.40172413,0.36804515
22295,көпнегіздік,4,0,0,0,0,0,0,11,3.0,0.4728344,0.5487129,0.54913175
22296,көпнұсқалы,4,0,0,0,0,0,0,10,3.0,0.32073134,0.3726002,0.3865022
22297,көпсөзді,1,0,0,0,0,3,0,8,2.0,0.3809527,0.42656597,0.4018181
22298,көптен-көп,0,0,4,0,0,0,0,10,3.0,0.37431443,0.41980645,0.36964998
22299,көркемділік,4,0,0,0,0,0,0,11,3.0,0.38372323,0.4477506,0.43600553
22300,көрпе-төсек,4,0,0,0,0,0,0,11,3.0,0.50188625,0.52919656,0.4760712
22301,көрхана,3,0,0,0,0,1,0,7,2.0,0.17123756,0.19901559,0.19444944
22302,көрші-көлем,4,0,0,0,0,0,0,11,3.0,0.45795184,0.46675253,0.4047438
22303,көріксіз,3,0,1,0,0,0,0,8,2.0,0.48877886,0.50953484,0.51514316
22304,көсемсөзші,2,0,0,2,0,0,0,10,3.0,0.29798725,0.3820447,0.37397048
22305,көт,1,0,0,0,0,3,0,3,0.0,0.017853769,0.0053584594,0.0617097
22306,көшбасы,3,0,0,1,0,0,0,7,2.0,0.37929192,0.4025447,0.37566414
22307,кристаллоид,4,0,0,0,0,0,0,11,3.0,0.29836825,0.34173635,0.3738346
22308,кроссовка,0,0,1,3,0,0,0,9,2.0,0.3120618,0.33911607,0.32123017
22309,ксантофилл,4,0,0,0,0,0,0,10,3.0,0.08467579,0.14243345,0.11861831
22310,күйгелектену,0,0,0,0,4,0,0,12,3.0,0.3855895,0.42799777,0.45247132
22311,күйдіргі,3,0,0,0,1,0,0,8,2.0,0.41645402,0.4588098,0.4365383
22312,күйкентай,4,0,0,0,0,0,0,9,2.0,0.3462624,0.38091025,0.3946776
22313,күйкі,2,0,0,1,1,0,0,5,1.0,0.29395252,0.345624,0.37931126
22314,күлтешек,4,0,0,0,0,0,0,8,2.0,0.50878644,0.5653172,0.5679703
22315,күмбір-күмбір,2,0,1,0,0,1,0,13,4.0,0.33811063,0.38609016,0.43954432
22316,күнара,1,0,1,2,0,0,0,6,1.0,0.3646764,0.30130526,0.23856112
22317,күнгейлі,4,0,0,0,0,0,0,8,2.0,0.53878623,0.5671014,0.59017587
22318,күнұзақ,3,0,1,0,0,0,0,7,2.0,0.58792025,0.6150294,0.58334106
22319,күңгірлеу,3,0,0,1,0,0,0,9,2.0,0.49726784,0.552204,0.5562333
22320,күңдік,3,0,0,0,0,1,0,6,1.0,0.35647377,0.3597106,0.27591696
22321,күңіренту,1,0,0,0,3,0,0,9,2.0,0.35414714,0.42800793,0.515269
22322,күпсіну,4,0,0,0,0,0,0,7,2.0,0.4117125,0.4441142,0.41725108
22323,күпті,0,0,2,2,0,0,0,5,1.0,0.25802973,0.311334,0.29928103
22324,күректей,0,0,2,0,2,0,0,8,2.0,0.39676315,0.3902596,0.41153404
22325,күрешке,0,0,2,0,0,2,0,7,2.0,0.5630848,0.61818254,0.57649904
22326,күтірлету,0,0,1,1,2,0,0,9,2.0,0.47780618,0.5065323,0.4721371
22327,кібісе,4,0,0,0,0,0,0,6,1.0,0.17037846,0.20425937,0.17931625
22328,кінәздік,4,0,0,0,0,0,0,8,2.0,0.32285985,0.3891143,0.35795516
22329,кінәсіздік,0,3,0,1,0,0,0,10,3.0,0.40273374,0.4774042,0.43251136
22330,кіре,0,4,0,0,0,0,0,4,1.0,0.26401407,0.29076385,0.2671457
22331,кірпікше,4,0,0,0,0,0,0,8,2.0,0.38578814,0.38560802,0.3870558
22332,кісіше,0,0,0,4,0,0,0,6,1.0,0.499343,0.5386994,0.5189702
22333,қабыршық,4,0,0,0,0,0,0,8,2.0,0.2904108,0.32899803,0.34645277
22334,қабілет-дарын,2,0,0,2,0,0,0,13,4.0,0.46274713,0.5065439,0.4752921
22335,қабілеттік,3,1,0,0,0,0,0,10,3.0,0.3810404,0.4686704,0.42622328
22336,қағанақ,1,0,2,1,0,0,0,7,2.0,0.39663482,0.42145818,0.3601321
22337,қағып-соғу,2,0,2,0,0,0,0,10,3.0,0.46563983,0.5080047,0.52021027
22338,қадағалану,0,4,0,0,0,0,0,10,3.0,0.44776097,0.4951123,0.4509331
22339,қажымай-талмай,4,0,0,0,0,0,0,14,4.0,0.40568498,0.4579595,0.49189705
22340,қажыр-қайрат,3,0,0,1,0,0,0,12,3.0,0.35916582,0.4319866,0.40796682
22341,қазақ-қалмақ,4,0,0,0,0,0,0,12,3.0,0.389973,0.41326743,0.36577198
22342,қаздию,0,0,3,1,0,0,0,6,1.0,0.40410128,0.39058614,0.37519318
22343,қаздыру,3,0,0,1,0,0,0,7,2.0,0.4435661,0.44419026,0.4136383
22344,қайтарымдылық,1,0,0,3,0,0,0,13,4.0,0.30701685,0.37552094,0.31019062
22345,қайткенмен,1,0,3,0,0,0,0,10,3.0,0.38911375,0.42081994,0.4158612
22346,қайыстай,1,0,1,2,0,0,0,8,2.0,0.4249491,0.4801117,0.52712744
22347,қақбас,0,0,4,0,0,0,0,6,1.0,0.39420885,0.39406732,0.42511404
22348,қақпақтай,2,0,0,0,2,0,0,9,2.0,0.401541,0.4167672,0.46895507
22349,қақпақылдау,3,0,0,1,0,0,0,11,3.0,0.5228833,0.57029575,0.5453676
22350,қақыру,2,0,0,2,0,0,0,6,1.0,0.37766227,0.4055369,0.3986226
22351,қалай-қалай,2,0,2,0,0,0,0,11,3.0,0.40403852,0.40937722,0.40619415
22352,қалғып-мүлгу,0,0,4,0,0,0,0,12,3.0,0.40230155,0.420567,0.46513477
22353,қалжыр,4,0,0,0,0,0,0,6,1.0,0.4691086,0.51711196,0.5095565
22354,қалқыма,2,1,0,0,0,1,0,7,2.0,0.36017177,0.40682134,0.32676718
22355,қалпақша,1,0,0,0,0,3,0,8,2.0,0.3485227,0.37966272,0.39129633
22356,қампаю,1,0,1,1,0,1,0,6,1.0,0.38023147,0.39863154,0.411721
22357,қамысты,1,2,0,1,0,0,0,7,2.0,0.38418975,0.42528677,0.4220842
22358,қанағаттанушылық,1,1,0,0,0,2,0,16,4.0,0.30409622,0.3666912,0.34552377
22359,қанайналым,1,0,0,0,0,3,0,10,3.0,0.33092314,0.30507866,0.23865986
22360,қандыбалақ,0,0,0,2,0,2,0,10,3.0,0.39225838,0.42865947,0.45387262
22361,қандық,2,0,0,0,0,2,0,6,1.0,0.4109807,0.45056143,0.3964937
22362,қансоқта,0,0,0,0,2,2,0,8,2.0,0.4261606,0.42287788,0.37227607
22363,қантамыр,0,0,0,0,0,4,1,8,2.0,0.3549061,0.3809776,0.35976562
22364,қант-кәмпит,0,0,0,0,0,4,0,11,3.0,0.5008876,0.50099236,0.41055155
22365,қант-шай,3,0,0,1,0,0,0,8,2.0,0.39136612,0.41669917,0.37538788
22366,қаң,4,0,0,0,0,0,0,3,0.0,0.111668035,0.06346153,0.06119722
22367,қаңқу,0,0,0,1,0,3,0,5,1.0,0.2957134,0.33232805,0.2870665
22368,қапалық,1,0,1,0,0,2,0,7,2.0,0.4810867,0.5632596,0.5945432
22369,қап-қатты,1,0,2,0,0,1,0,9,2.0,0.498011,0.5210864,0.5314952
22370,қапыда,2,0,0,2,0,0,0,6,1.0,0.24573348,0.30411622,0.31827167
22371,қапысыз,0,0,0,4,0,0,0,7,2.0,0.26103663,0.30501083,0.34570807
22372,қарабидай,4,0,0,0,0,0,0,9,2.0,0.37972677,0.42362562,0.4162599
22373,қарағым-ай,0,0,0,0,0,4,0,10,3.0,0.36211118,0.38182235,0.37724754
22374,қаражаяу,0,0,0,2,0,2,0,8,2.0,0.614391,0.6737694,0.6672804
22375,қаракөлеңке,0,0,2,0,0,2,0,11,3.0,0.4759598,0.5354575,0.5141601
22376,көзі қарақты,0,0,0,4,0,0,0,12,3.0,0.52558994,0.54640007,0.5295847
22377,қарап-тексеру,0,4,0,0,0,0,0,13,4.0,0.34368318,0.34834793,0.31052387
22378,қараулық,1,0,3,0,0,0,0,8,2.0,0.45487604,0.5192856,0.5194212
22379,қаржы-өнеркәсіп,0,0,0,0,0,4,0,15,4.0,0.2890695,0.36050764,0.29827797
22380,қарқыл,0,0,1,0,0,3,0,6,1.0,0.35777226,0.37806982,0.37349266
22381,қарлату,1,0,1,0,0,2,0,7,2.0,0.38209197,0.4172697,0.44350228
22382,қармалағыш,4,0,0,0,0,0,0,10,3.0,0.36491016,0.41133276,0.42888406
22383,қарш,2,0,1,1,0,0,0,4,1.0,0.18708286,0.22176093,0.28501162
22384,қарызгер,0,0,0,0,0,4,0,8,2.0,0.27984855,0.30617002,0.26443654
22385,қастау,0,0,4,0,0,0,0,6,1.0,0.46915114,0.5284463,0.48423865
22386,қасықтай,4,0,0,0,0,0,0,8,2.0,0.47745064,0.5051406,0.46335882
22387,қасірет-қайғы,1,0,1,0,0,2,0,13,4.0,0.45082822,0.54174185,0.5323851
22388,қатпар-қатпар,0,0,1,0,0,3,0,13,4.0,0.39034504,0.4454371,0.49597389
22389,қауқалақ,0,0,0,0,0,4,0,8,2.0,0.49234772,0.54531807,0.51395196
22390,қауыштыру,0,0,0,0,0,4,0,9,2.0,0.31925407,0.40010932,0.36570284
22391,қашықтату,3,0,0,0,0,1,0,9,2.0,0.4025015,0.41602314,0.38759562
22392,қиқалау,0,0,0,2,0,2,0,7,2.0,0.38676223,0.44048965,0.42311767
22393,қиқаңдату,3,0,0,0,0,1,0,9,2.0,0.3208132,0.3677167,0.3806766
22394,қиқы-жиқы,2,0,1,0,0,1,0,9,2.0,0.35405162,0.35260892,0.3261168
22395,қиранды,2,0,0,1,1,0,0,7,2.0,0.40017533,0.40863532,0.39203027
22396,қисындастыру,0,0,0,0,0,4,0,12,3.0,0.3016292,0.3714518,0.37064055
22397,қиылғыру,0,0,4,0,0,0,0,8,2.0,0.4811122,0.5482694,0.52797073
22398,қиямпұрыс,0,0,0,0,0,4,0,9,2.0,0.5507339,0.6192415,0.5861806
22399,қоғамтанушы,0,0,0,1,0,3,0,11,3.0,0.2699679,0.33127427,0.30995834
22400,қозықұйрық,4,0,0,0,0,0,0,10,3.0,0.39015192,0.4019985,0.3977663
22401,қоқаю,2,0,1,0,0,1,0,5,1.0,0.21777397,0.22061059,0.21228735
22402,қоқию,1,0,2,0,0,1,0,5,1.0,0.4010661,0.41966444,0.40712106
22403,қоқсық,0,0,0,1,0,3,0,6,1.0,0.26310232,0.26631024,0.26491627
22404,қолат,2,0,0,0,0,2,0,5,1.0,0.41156995,0.50366694,0.57604474
22405,қолбаңдау,0,0,0,0,0,4,0,9,2.0,0.4661464,0.5255647,0.5012381
22406,қолғабысшы,0,0,0,0,2,2,0,10,3.0,0.45062447,0.5049366,0.4558935
22407,қолжазбалық,0,4,0,0,0,0,0,11,3.0,0.33424518,0.3711555,0.36405632
22408,қолқапшық,4,0,0,0,0,0,0,9,2.0,0.50792104,0.55898875,0.54351544
22409,қолтелефон,0,0,0,0,2,2,0,10,3.0,0.29470527,0.34552535,0.31424955
22410,қолшырақ,0,0,0,0,0,4,0,8,2.0,0.4080331,0.47463,0.43430543
22411,қоныстас,0,0,1,0,0,3,0,8,2.0,0.35055923,0.4199751,0.42020762
22412,қоңды,1,0,0,1,0,2,0,5,1.0,0.33329037,0.36519867,0.39655855
22413,қоңырлату,3,0,0,0,1,0,0,9,2.0,0.47837228,0.52368313,0.55187213
22414,қоралы,3,0,0,1,0,0,0,6,1.0,0.45987007,0.4383579,0.38582075
22415,қорам,0,0,0,0,1,3,0,5,1.0,0.34394345,0.37042096,0.33414546
22416,қорғасын-мырыш,4,0,0,0,0,0,0,14,4.0,0.3091481,0.36115077,0.38313958
22417,қорда,4,0,0,0,0,0,0,5,1.0,0.33188602,0.34608588,0.29711413
22418,қорқор,0,0,0,0,0,4,0,6,1.0,0.29373783,0.27203915,0.2613936
22419,қорлану,3,1,0,0,0,0,0,7,2.0,0.33626673,0.3873926,0.33156514
22420,қорлық-зорлық,0,0,0,0,0,4,0,13,4.0,0.46623853,0.5504593,0.525501
22421,қорушы,0,0,2,0,0,2,0,6,1.0,0.17786759,0.19120057,0.15448335
22422,қорытындылану,4,0,0,0,0,0,0,13,4.0,0.50830215,0.5465886,0.48336145
22423,қостілділік,0,0,0,4,0,0,0,11,3.0,0.3121502,0.33540887,0.33641157
22424,қотырлау,0,0,0,0,0,4,0,8,2.0,0.41038045,0.45715168,0.46809208
22425,қоярда-қоймай,0,0,0,1,0,3,0,13,4.0,0.48471424,0.50072914,0.49333903
22426,қуақы,2,0,1,1,0,0,0,5,1.0,0.26681787,0.27635098,0.29633698
22427,қузастыру,0,0,0,0,0,4,0,9,2.0,0.34998643,0.38257363,0.3531727
22428,қураған,4,0,0,0,0,0,0,7,2.0,0.38368338,0.4138868,0.36423007
22429,құбақан,2,0,0,0,0,2,0,7,2.0,0.48625225,0.5144727,0.5397561
22430,құбыржол,0,4,0,0,0,0,0,8,2.0,0.29143333,0.35789555,0.35999295
22431,құда-құдағи,0,0,1,1,0,2,0,11,3.0,0.28956935,0.3299732,0.29604214
22432,құдандалық,4,0,0,0,0,0,0,10,3.0,0.36411756,0.43990716,0.40874505
22433,құдірет-кие,0,0,0,2,0,2,0,11,3.0,0.37649673,0.43145597,0.4099034
22434,құдірет-күш,2,0,0,1,0,1,0,11,3.0,0.3122203,0.3737003,0.3480412
22435,құдіреттей,0,0,0,0,0,4,0,10,3.0,0.38511527,0.4488006,0.48385975
22436,құжатсыз,0,0,0,0,0,4,0,8,2.0,0.42170754,0.4514148,0.40978757
22437,құз-жартас,2,0,1,0,0,1,0,10,3.0,0.3080432,0.3804564,0.43003628
22438,құйқалы,0,0,0,2,0,2,0,7,2.0,0.4350381,0.45562884,0.48792157
22439,құймақұлақ,0,0,0,0,0,4,0,10,3.0,0.5081521,0.53324383,0.51276857
22440,құқықсыз,3,0,0,1,0,0,0,8,2.0,0.39683282,0.4838193,0.44066298
22441,құландай,1,0,1,0,0,2,0,8,2.0,0.5190611,0.55843997,0.57891864
22442,құлантаза,2,0,0,1,0,1,0,9,2.0,0.5045537,0.5267664,0.5138979
22443,құлашты,4,0,0,0,0,0,0,7,2.0,0.4197088,0.47499642,0.5448602
22444,құмсағат,3,0,0,0,0,1,0,8,2.0,0.22695611,0.14346986,0.11239473
22445,құмыл,0,0,0,1,0,3,0,5,1.0,0.5060468,0.5485368,0.56483734
22446,құмырагүл,4,0,0,0,0,0,0,9,2.0,0.5005152,0.53690875,0.50246173
22447,құмыраша,4,0,0,0,0,0,0,8,2.0,0.46128434,0.4748225,0.4308098
22448,құнажын,2,0,0,0,0,2,0,7,2.0,0.42955232,0.42082307,0.41874745
22449,құндақталу,0,0,0,0,0,4,0,10,3.0,0.41753623,0.46752793,0.41493678
22450,құндақтаулы,1,0,0,0,0,3,0,11,3.0,0.37097666,0.41773582,0.36704054
22451,құндызды,2,0,0,1,0,1,0,8,2.0,0.5099135,0.5142112,0.467734
22452,құнжыңдау,0,0,0,1,0,3,0,9,2.0,0.38366282,0.44341707,0.40092325
22453,құныкер,0,0,0,1,0,3,0,7,2.0,0.43679342,0.4209799,0.39752713
22454,құп-қу,1,0,1,0,0,2,0,6,1.0,-0.26366615,-0.24082936,-0.17905188
22455,құралсыздандыру,0,0,0,0,0,4,0,15,4.0,0.37851524,0.41593432,0.37723696
22456,құрбылық,1,0,0,1,0,2,0,8,2.0,0.4835309,0.57401305,0.5003186
22457,құрғатылу,3,0,0,0,1,0,0,9,2.0,0.45225075,0.47689864,0.43130335
22458,құрдан-құр,0,0,2,0,1,1,0,10,3.0,0.39193135,0.4136867,0.3763474
22459,құрсаулау,2,0,2,0,0,0,0,9,2.0,0.38202518,0.42315397,0.42473477
22460,құрулау,3,0,1,0,0,0,0,7,2.0,0.4509369,0.5002106,0.4712769
22461,құрықтау,1,1,1,0,1,0,0,8,2.0,0.44553417,0.4595693,0.4432878
22462,құрылтайшы-серіктес,0,4,0,0,0,0,0,19,4.0,0.37333673,0.42002022,0.35154575
22463,құрыс,1,0,0,1,2,0,0,5,1.0,0.5780262,0.62352765,0.6130574
22464,құрыту,2,0,0,0,0,2,0,6,1.0,0.52776426,0.55819595,0.55908424
22465,қыдырма,4,0,0,0,0,0,0,7,2.0,0.4084869,0.39720318,0.36043498
22466,қыдырыс,0,0,3,0,0,1,0,7,2.0,0.47965908,0.5262144,0.48461172
22467,қыздық,3,0,0,1,0,0,0,6,1.0,0.36755946,0.41128877,0.39744484
22468,қызылтанау,0,0,2,1,0,1,0,10,3.0,0.53784186,0.5821579,0.6292632
22469,қылдырық,0,0,3,1,0,0,0,8,2.0,0.44491196,0.48053566,0.45489296
22470,қылкөпір,1,0,0,2,0,1,0,8,2.0,0.4231423,0.49272445,0.4559367
22471,қылқылдау,0,0,0,2,0,2,0,9,2.0,0.5404649,0.59955627,0.58241177
22472,қылша,1,0,0,0,0,3,0,5,1.0,0.22833312,0.2815014,0.33443263
22473,қылыштай,2,0,0,2,0,0,0,8,2.0,0.33121315,0.3855546,0.3914439
22474,қымбаттату,1,0,0,2,1,0,0,10,3.0,0.4223801,0.41950628,0.39743397
22475,қымбаттық,1,0,1,2,0,0,0,9,2.0,0.5126844,0.54336905,0.52487385
22476,қымыздық,3,0,1,0,0,0,0,8,2.0,0.38481548,0.4482261,0.404972
22477,қымызшы,0,0,0,0,2,2,0,7,2.0,0.52943766,0.5827407,0.5759364
22478,қыран-топан,0,0,1,0,0,3,0,11,3.0,0.46015358,0.5101372,0.5050537
22479,қырғауылдай,4,0,0,0,0,0,0,11,3.0,0.44647178,0.4633533,0.4538111
22480,қырқылдау,0,0,4,0,0,0,0,9,2.0,0.450822,0.49382153,0.48890233
22481,қырсықтық,0,0,0,0,0,4,0,9,2.0,0.3948571,0.4732211,0.5118161
22482,қырықпа,0,0,0,0,0,4,0,7,2.0,0.49765557,0.5147639,0.51272696
22483,қысастық,0,0,0,4,0,0,0,8,2.0,0.47602445,0.57257295,0.533106
22484,қыспа,0,0,1,0,0,3,0,5,1.0,0.27282882,0.32168248,0.35308635
22485,қысылып-қымтырылу,1,0,1,0,0,2,0,17,4.0,0.4016369,0.428664,0.41579396
22486,қысырақ,1,0,2,1,0,0,0,7,2.0,0.4891014,0.50223273,0.47694242
22487,қытайтанушы,0,0,0,1,0,3,0,11,3.0,0.25980738,0.30769992,0.28334418
22488,қытай-тибет,3,0,0,0,0,1,0,11,3.0,0.41781825,0.4601972,0.4548334
22489,қытырлақ,1,0,1,0,1,1,0,8,2.0,0.24193433,0.25411686,0.2254625
22490,қышқылдылық,4,0,0,0,0,0,0,11,3.0,0.3945203,0.46072954,0.40657184
22491,лабиринт,1,0,2,0,1,0,0,8,2.0,0.22721776,0.22002506,0.19686614
22492,лад,0,0,0,4,0,0,0,3,0.0,-0.041411933,-0.04909066,0.01337696
22493,лазер,4,0,0,0,0,0,0,5,1.0,0.18353282,0.1814623,0.1622729
22494,лайлылық,4,0,0,0,0,0,0,8,2.0,0.39872095,0.46384552,0.45173404
22495,лайықсыз,3,0,0,0,1,0,0,8,2.0,0.37819737,0.4663867,0.43344113
22496,лақтау,1,0,2,0,0,1,0,6,1.0,0.5090083,0.5173117,0.48576394
22497,лақтай,1,0,0,3,0,0,0,6,1.0,0.44265035,0.41917947,0.43330282
22498,лақтырысу,0,0,4,0,0,0,0,9,2.0,0.47581783,0.50977165,0.4760424
22499,лақша,0,0,0,0,1,3,0,5,1.0,0.42009193,0.47140518,0.43230733
22500,ландшафтылық,2,2,0,0,0,0,0,12,3.0,0.32518294,0.4025838,0.40394613
22501,латифундия,0,0,0,2,2,0,0,10,3.0,0.32311487,0.39617246,0.41567072
22502,ләззаттану,4,0,0,0,0,0,0,10,3.0,0.42144787,0.4856367,0.4668802
22503,ләңгі,0,0,0,2,0,2,0,5,1.0,0.46073255,0.50304466,0.44855437
22504,легализация,0,0,0,0,0,4,0,11,3.0,0.2346641,0.31160015,0.2658177
22505,легализациялау,4,0,0,0,0,0,0,14,4.0,0.2562868,0.28999496,0.25810495
22506,легион,0,0,0,4,0,0,0,6,1.0,0.109140344,0.16256414,0.13092734
22507,лексикон,0,0,0,0,0,4,0,8,2.0,0.24599473,0.3276938,0.3141891
22508,лингводидактика,0,0,0,0,0,4,0,15,4.0,0.30926472,0.38574013,0.37222776
22509,лингвоменталдық,0,0,0,0,0,4,0,15,4.0,0.46079084,0.5513083,0.53162116
22510,лингвостатистика,0,0,0,0,0,4,0,16,4.0,0.34234738,0.39362487,0.3546942
22511,лоббистер,3,0,0,1,0,0,0,9,2.0,0.26871136,0.28595674,0.24248253
22512,лютерандық,4,0,0,0,0,0,0,10,3.0,0.18892112,0.25965178,0.22207989
22513,магнитті,2,0,0,2,0,0,0,8,2.0,0.263976,0.3289623,0.35129985
22514,мазақтама,3,0,0,1,0,0,0,9,2.0,0.3863257,0.45578146,0.41426376
22515,мазмұндама,2,0,0,2,0,0,0,10,3.0,0.3147943,0.3303656,0.26487923
22516,мазмұндылық,4,0,0,0,0,0,0,11,3.0,0.42336717,0.49845135,0.4605756
22517,майқарағай,4,0,0,0,0,0,0,10,3.0,0.30090356,0.34801286,0.35360768
22518,майлану,0,0,2,2,0,0,0,7,2.0,0.42066106,0.4421788,0.40057677
22519,маймаң-маймаң,0,0,4,0,0,0,0,13,4.0,0.61968136,0.65228444,0.61089605
22520,майшелпек,0,0,0,1,0,3,0,9,2.0,0.49200848,0.5392208,0.49394
22521,мақсаткерлік,2,0,0,1,0,1,0,12,3.0,0.38304633,0.48018065,0.46108785
22522,мақтадай,1,0,2,1,0,0,0,8,2.0,0.46130306,0.49129623,0.4663809
22523,малтығу,1,0,2,0,1,0,0,7,2.0,0.53970265,0.59241956,0.564112
22524,манағыдай,1,0,3,0,0,0,0,9,2.0,0.5507878,0.56079805,0.55283993
22525,маникюр,2,0,0,0,2,0,0,7,2.0,0.29771677,0.29396263,0.23807852
22526,маңайдағы,4,0,0,0,0,0,0,9,2.0,0.38879228,0.38672963,0.35065937
22527,маңайлату,4,0,0,0,0,0,0,9,2.0,0.42723233,0.46570912,0.46773812
22528,маңыздану,0,0,4,0,0,0,0,9,2.0,0.45527866,0.52673215,0.49565238
22529,маңызсыз,2,0,1,1,0,0,0,8,2.0,0.45226103,0.4948445,0.42427164
22530,мармелад,1,0,3,0,0,0,0,8,2.0,0.30359548,0.33606428,0.31086895
22531,масадай,0,0,1,0,0,3,0,7,2.0,0.4991315,0.55867547,0.5759377
22532,масаң,0,1,3,0,0,0,0,5,1.0,0.396396,0.41911116,0.3911029
22533,масқарапаз,0,0,0,2,0,2,0,10,3.0,0.2965248,0.31743947,0.3462009
22534,материалды-техникалық,4,0,0,0,0,0,0,21,4.0,0.40350655,0.4534739,0.43332392
22535,материалсыздандыру,2,0,0,2,0,0,0,18,4.0,0.36148244,0.4299852,0.395825
22536,материялық,4,0,0,0,0,0,0,10,3.0,0.3836979,0.4209464,0.39136323
22537,мәдени-бұқаралық,0,1,0,3,0,0,0,16,4.0,0.41811985,0.48502377,0.46835393
22538,мәдениетсіз,3,0,0,1,0,0,0,11,3.0,0.47178864,0.5413428,0.5639305
22539,мәйкі,2,0,0,2,0,0,0,5,1.0,0.34517583,0.4068318,0.3977434
22540,мән-мағынасыз,0,0,0,2,0,2,0,13,4.0,0.4457736,0.5161738,0.5218558
22541,мәрелік,2,0,0,0,0,2,0,7,2.0,0.3843993,0.43044153,0.37596467
22542,мегажоба,0,0,0,3,0,1,0,8,2.0,0.28085062,0.28982973,0.22619861
22543,мезгілдік,4,0,0,0,0,0,0,9,2.0,0.41607252,0.4461116,0.4062999
22544,мейоздық,4,0,0,0,0,0,0,8,2.0,0.308164,0.33070716,0.3084177
22545,мейірман,0,0,1,2,0,1,0,8,2.0,0.4918794,0.5654543,0.47268844
22546,мейір-шапағат,4,0,0,0,0,0,0,13,4.0,0.47022855,0.5530671,0.44094288
22547,мекенсіз,3,0,0,0,1,0,0,8,2.0,0.46878618,0.4937158,0.47960076
22548,мектепаралық,4,0,0,0,0,0,0,12,3.0,0.39732492,0.43720818,0.41193953
22549,мерей-мәртебе,0,4,0,0,0,0,0,13,4.0,0.50715345,0.576176,0.5198872
22550,месқарын,1,0,0,2,0,1,0,8,2.0,0.2770906,0.2968394,0.3018201
22551,метажанр,0,0,0,0,0,4,0,8,2.0,0.46865448,0.5469701,0.5490383
22552,метамәтін,0,0,0,0,0,4,0,9,2.0,0.47560287,0.5554524,0.53828824
